Name,Year,Age,Major,Degree,Living Condition,GPA,Passing
Noah,Freshman,33,Computer Science,BA,House,3.03,yes
Hugh,Sophomore,29,Music Education,BA,At home,2.83,yes
Jacob,Sophomore,58,Nursing,BA,Apartment,3.53,yes
Ellie,Sophomore,19,Business,BS,At home,1.81,no
Jeremiah,Freshman,47,Math,BS,At home,2.19,yes
John,Junior,51,Business,BS,House,3.38,yes
Daniel,Senior,37,Graphic Design,BA,Dorm,2.03,yes
Clayton,Sophomore,55,Theatre,BS,At home,3.37,yes
Jeff,Freshman,54,Business,BS,Apartment,1.97,no
Gloria,Freshman,56,Nursing,BA,Dorm,1.59,no
Jared,Freshman,43,Computer Science,BA,Apartment,2.88,yes
Ellie,Junior,59,Theatre,BA,Apartment,1.9,no
Liz,Senior,46,Math,BS,House,3.07,yes
Daniel,Sophomore,42,Computer Science,BA,House,2.68,yes
Emily,Sophomore,54,Graphic Design,BA,Apartment,2.17,yes
Clayton,Freshman,33,History Education,BS,At home,1.62,no
Gloria,Freshman,34,Theatre,BS,Apartment,2.3,yes
Nick,Junior,36,Math,BA,House,2.6,yes
Liz,Freshman,61,Business,BA,House,2.14,yes
Clayton,Sophomore,51,Music Education,BS,At home,2.78,yes
Gloria,Senior,60,Journalism,BS,At home,3.1,yes
Clayton,Freshman,37,History Education,BA,Apartment,3.67,yes
Mary,Freshman,53,Theatre,BA,House,2.73,yes
Jenna,Senior,53,Journalism,BS,Apartment,2.59,yes
Ellie,Freshman,52,Graphic Design,BS,Dorm,3.42,yes
Jared,Sophomore,61,English,BS,At home,1.92,no
Daniel,Junior,20,Business,BS,At home,2.31,yes
Noah,Sophomore,29,Spanish,BS,Apartment,3.48,yes
Jenna,Sophomore,42,Spanish,BA,Apartment,3.34,yes
Jeff,Junior,24,Graphic Design,BA,At home,3.49,yes
Hugh,Junior,40,Math,BS,Apartment,2.17,yes
Jared,Junior,30,Music Education,BA,Apartment,2.03,yes
Jacob,Freshman,26,Theatre,BA,House,3.08,yes
Jenna,Senior,56,English,BA,Dorm,3.18,yes
Jeff,Sophomore,54,Spanish,BA,Dorm,1.76,no
Emily,Freshman,38,Business,BS,House,3.05,yes
Liz,Sophomore,25,Graphic Design,BA,Dorm,2.7,yes
Taylor,Junior,35,History Education,BS,House,1.79,no
Emily,Senior,34,Theatre,BS,Apartment,2.4,yes
Jared,Sophomore,20,History Education,BA,Apartment,2.56,yes
Nick,Junior,24,English,BS,Dorm,1.93,no
John,Freshman,38,Nursing,BA,House,2.47,yes
Kim,Freshman,39,Journalism,BA,Dorm,3.61,yes
Mary,Junior,25,English,BS,Apartment,3.76,yes
Gloria,Junior,50,English,BS,Dorm,3.77,yes
Daniel,Freshman,30,Spanish,BA,Apartment,2.51,yes
Tori,Junior,29,Graphic Design,BA,Dorm,2.35,yes
